82.000,36.500,7.600,17.900,0.426,0.800,2.600,0.322,6.800,15.300,0.444,0.449,5.000,6.400,0.777,2.200,3.800,6.100,2.800,1.200,0.500,3.000,2.700,21.000
82.000,2995.000,17.600,0.509,0.146,0.358,6.800,12.100,9.400,13.800,1.700,1.000,12.700,28.500,0.000,3.700,2.400,6.100,0.098,0.000,1.200,-1.200,0.100,1.600
